author.username	content	timestamp
.xkamx	that's infuriating. I thought that was pretty tame tbh. <@875066441714520064> <@466815633347313664> can you please check the logs if possible and let me know what I said exactly that got that deleted? was literally just trying to share my thoughts on the situation...and honestly, I've seen people say a whole lot worse over the last 24hrs	2024-05-01T03:40:39.504000+00:00
.xkamx	you've got to be kidding me. deleted that? for what reason? wasn't even that egregious	2024-05-01T03:32:34.483000+00:00
anotyagi	"<@875066441714520064> sir I agree with you but eigen team members not clarify anything about humble goreli testnet operater who spend real money for running their validator.

I'm not saying you provide a big portion of tokens or rewards for testnet but atleast try to happy your community like your all mainnet users. 

We provide our 100% for eigen labs from last 1 year and follow all instructions and doing everything favour on project growth .

Please try to do something 😔"	2024-05-01T03:15:22.854000+00:00
rowdycrypto	hey Dagger i just added you as a friend so i could share you my address	2024-05-01T01:33:30.696000+00:00
kirbyongeo	Sent DM pls confirm receipt of message	2024-05-01T01:06:01.602000+00:00
levelsdennis	hello sir, i also sent you a friend request + dm with my operator address	2024-05-01T00:13:56.203000+00:00
4riy4	check your dm	2024-04-30T23:39:44.568000+00:00
frog.eth	ya	2024-04-30T23:30:33.708000+00:00
4riy4	hi frog can i send u dm? i need talk to u	2024-04-30T23:29:27.461000+00:00
4riy4	btw. i feel that much more transparency is needed about this	2024-04-30T23:28:46.601000+00:00
frog.eth	yes thank u	2024-04-30T23:28:33.490000+00:00
4riy4	its unclear	2024-04-30T23:25:37.015000+00:00
4riy4	they dont talk about node reward	2024-04-30T23:24:35.733000+00:00
4riy4	but i can not find my ans	2024-04-30T23:24:18.293000+00:00
4riy4	done	2024-04-30T23:23:39.530000+00:00
web3cm	Please read the convos above for more context	2024-04-30T23:20:46.893000+00:00
web3cm	There was. It's this I just shared from the post: https://discord.com/channels/1089434273720832071/1234559122444255242/1234995718272585738	2024-04-30T23:20:38.055000+00:00
4riy4	it doesnt make sens there is no info about goerli and holesky node reward	2024-04-30T23:13:45.049000+00:00
4riy4	if you know anything about that please let me know	2024-04-30T23:12:09.765000+00:00
4riy4	guys i read all off docs and tweet and all of the chat from team . i cant  find token allocations for nodes	2024-04-30T23:11:25.773000+00:00
4riy4	<@466815633347313664> sir why you {just say send me dm} and never check that?	2024-04-30T23:08:13.950000+00:00
4riy4	are you here?	2024-04-30T23:06:52.724000+00:00
4riy4	hi mod	2024-04-30T23:06:39.061000+00:00
sweetsensi	I sent you DM 😉	2024-04-30T22:50:34.997000+00:00
armankmi	and god is watching all of us😂 <:pepechad:1097817269607866368> . we need reaction from team. thanks again Dagger❤️	2024-04-30T22:50:16.638000+00:00
web3cm	We'll update you with a clearer instruction later	2024-04-30T22:47:59.952000+00:00
web3cm	They are watching this thread	2024-04-30T22:47:40.053000+00:00
armankmi	thanks for your followup	2024-04-30T22:47:37.055000+00:00
armankmi	thanks a lot mate please tell them ASAP. we want to know about our rewards. and please tell them make an offical annoncement directly from core team	2024-04-30T22:47:21.937000+00:00
web3cm	I know it's not hard to understand. I know you have been asking about that. I'm just clarifying the available info at the moment, as we wait for more clarity from the team. I'm still waiting for more clarity on it all.	2024-04-30T22:44:30.643000+00:00
armankmi	you send 10 tokens to delegators  its fine. but where is the reward for AVS operators which spend more than 8k or 10k or 12k or more for buy goerlieth for there node?	2024-04-30T22:42:23.356000+00:00
armankmi	where is the share of 200 AVS?	2024-04-30T22:39:51.823000+00:00
armankmi	delegators and them who run the operator is different	2024-04-30T22:39:19.095000+00:00
armankmi	its not hard to understand	2024-04-30T22:38:38.819000+00:00
armankmi	please explain to us who is the (some test net users) some? what is the filter? and i say again we dont ask about delegators. we ask for reward for who run the AVS operator.	2024-04-30T22:38:21.548000+00:00
web3cm	"We only know this at the moment:

> Goerli Testnet Restakers
> In recognition of the Goerli testnet shutdown and the associated inconvenience for testnet participants, a small EIGEN token allocation has been made to some testnet users. Future testnets, including Holesky, will not include token allocations. The primary goal of EigenLayer testnets is to facilitate testing and preparation for mainnet participation.

And for that we're getting some wallets to review. I'm talking to the team to gain more clarity on all this, so stay tuned as we go about the process."	2024-04-30T22:32:04.347000+00:00
armankmi	3000*200=600,000 tokens.... **its only  %0.035  of total supply. in other words. its nothing for the team ** and if they send us more we are more thankful.	2024-04-30T22:28:18.270000+00:00
armankmi	i think at least 3000 tokens is fair for  each one of 200 operators	2024-04-30T22:27:44.660000+00:00
armankmi	how much of tokens goes to us?	2024-04-30T22:26:10.967000+00:00
armankmi	after 2 days  i cant see any doc or any announcement or any tweet orrrrr...... from Core Team.	2024-04-30T22:25:05.538000+00:00
armankmi	WEN avs reward?	2024-04-30T22:23:00.544000+00:00
armankmi	we dont lost thousands of $ for 10 token<:pepeglasses:1097817304642899988>	2024-04-30T22:22:42.933000+00:00
armankmi	we want to know about AVS reward	2024-04-30T22:21:55.598000+00:00
armankmi	we dont talk about that	2024-04-30T22:21:33.886000+00:00
armankmi	somebody tell me the reward is 10 or 20 token for delegators<:pepeclown:1097817289249796167>	2024-04-30T22:21:21.380000+00:00
armankmi	i send my data to admin but he dont answer me yet. i send that 15 h ago	2024-04-30T22:20:23.767000+00:00
kmi99	Thank u	2024-04-30T22:17:54.954000+00:00
kmi99	"I mean for top 200 AVS REWARD
NOT DELEGATORS"	2024-04-30T22:17:37.430000+00:00
kmi99	How will you reward us?  We have no knowledge of its quantity and quality	2024-04-30T22:16:59.712000+00:00
kmi99	<@768866007821320232> dear brianna please tell us about your paln.	2024-04-30T22:15:38.871000+00:00
kmi99	"Yes, with this team approach.  I think they have rugged the retail top 200 avs operators. 
Please show some respect and responsibility to us.
We are your partner who pay more than 10,000 dollars for support your project and help you for improve your function.
We lose our money only becuase your Early immigration to holesky. We supported your project with all our strength. And now it makes sense to get a good reward. 
But you just ignoring us. There is no offical annon for us and our reward. We dont know anything."	2024-04-30T22:12:59.027000+00:00
decentralization	Added you as well.	2024-04-30T22:12:13.634000+00:00
hyuk	The team cant even collect data from the blockchain correctly alhamdullilah	2024-04-30T22:10:38.402000+00:00
harambo16	<@466815633347313664> can you add me to this group?	2024-04-30T22:03:52.475000+00:00
web3cm	Please stand by. I'm trying to get the process straight from the team to do so in a more orderly manner.	2024-04-30T22:03:40.335000+00:00
kmi99	They already have our address	2024-04-30T22:02:57.278000+00:00
nejn	Not only that, if the eigen team literally gave a fraction of a fraction of percent, the operators would be whole. But with the current allocation, they'd rather make the insiders, vcs, and team rich on the backs of rugged operators	2024-04-30T22:02:56.713000+00:00
kmi99	"It is ridiculous. We need go to admin dm one by one for send our address and then nothing.
We only need clear and offical announ for AVS reward."	2024-04-30T22:02:33.695000+00:00
coconutpalm	<@875066441714520064> don't make more errors, talk to the team about proper approach and do proper announcement.. you are only adding fuel to the fire with these DMs!	2024-04-30T22:00:14.306000+00:00
kmi99	"Please talk to team.
We need officail announcment.
We need to know what happen for our rewards. We pay more than 10K for your project. Please show some respect to us. We only see ignore ignore ignore"	2024-04-30T22:00:13.424000+00:00
coconutpalm	How professional is this collecting of addresses in a support thread on Discord? That must be a joke and I've been defending EL everywhere till now.. You have all the data, those who don't DM you don't get tokens or what? Been in active set for months and lost $10k	2024-04-30T21:58:50.761000+00:00
vikanren	Could you give a sign about that you see our DMs? Nobody is sure about it here I think.	2024-04-30T21:58:07.622000+00:00
harambo16	1 $EIGEN/1gETH would be great	2024-04-30T21:58:03.722000+00:00
nejn	This seems kinda ignorant, did he have to spend 4.5k on an AWS ec2 instance? No of course not. But fact of the matter is that eigen requested the community to provide resources that aws considers to be worth  4.5k/x amount of months. In order for them to develop in a nearly identical environment as mainnet they use decentralization and the community to provide those resources. Of which the people who participated got riddled with maintenance, mandatory updates, and a rug of over $12k if you were in eigenda. This happens after the eigen team announces a 55% allocation of their 10 billion dollar project to team and vcs. All while the allocation of who did get an airdrop not transferrable. It's just a slap in the face, without the validators the eigen product does not exist.	2024-04-30T21:57:55.916000+00:00
web3cm	I'm asking for more clarity from the team. I'll update you	2024-04-30T21:57:43.990000+00:00
romank6511	We have questions but do not have answers and understanding what going on.	2024-04-30T21:57:40.280000+00:00
kmi99	Why they dont talk anything about avs reward? We need officail announcment	2024-04-30T21:56:36.949000+00:00
romank6511	Ok, but it seems like ignoring. Just give us the understanding what is the process and what are team doing.	2024-04-30T21:56:31.361000+00:00
kmi99	Team already have all of the address and also we fill the form in last weeks.	2024-04-30T21:55:44.780000+00:00
kmi99	We lost more than 10K dollars for be in top 200	2024-04-30T21:54:46.224000+00:00
kmi99	Didnt have?	2024-04-30T21:54:02.286000+00:00
kmi99	Ser team already have all of the top 200 avs address.	2024-04-30T21:53:43.896000+00:00
web3cm	We're not ignoring you, please stay tuned. The team will be reviewing wallets	2024-04-30T21:48:51.210000+00:00
romank6511	Recorded and given us some hETH for holesky testnet 😀	2024-04-30T21:46:49.730000+00:00
romank6511	Moderators just asking to DM them and then ignoring us. LOL	2024-04-30T21:45:26.688000+00:00
dreamgallery	sent you a DM, pls check, thank you	2024-04-30T21:24:12.779000+00:00
fmusicmc	Plz add friends	2024-04-30T21:17:21.236000+00:00
orang3	Wow, really? That seems like a poor decision from the Eigen team. 😕	2024-04-30T20:59:24.495000+00:00
will2052	"<@768866007821320232> says "We've recorded your contributions and consider you an integral part of the ecosystem."

Sure doesn't seem like that.  Did I spend $4500 on my AWS bill to contribute to a "decentralized" *( 55% to team/investors)* thank you note on Discord?  Do you guys have any idea how bad the optics are here?"	2024-04-30T20:52:49.245000+00:00
shojaie	<@466815633347313664> ?	2024-04-30T20:52:37.251000+00:00
sylviapeters	<@875066441714520064> DM'd you	2024-04-30T20:48:29.156000+00:00
.xkamx	ser. please. stop with these logical questions<:PepeLook:1085425980199424001>	2024-04-30T20:42:04.618000+00:00
hyuk	added you	2024-04-30T20:36:42.330000+00:00
shwifteey	just curious, why are we DMing addresses of operators?  isnt there data collecting which operators were in the active 200 set?	2024-04-30T20:36:24.838000+00:00
shwifteey	<@875066441714520064> sent FR	2024-04-30T20:35:22.427000+00:00
romank6511	send FR.	2024-04-30T19:19:37.671000+00:00
mart1n_xyz	also sent a friend request, was one of the top 200	2024-04-30T19:18:51.395000+00:00
vikanren	Could you check dm please?	2024-04-30T19:13:27.042000+00:00
.xkamx	can I DM you as well Dagger?	2024-04-30T19:11:14.523000+00:00
web3cm	You can send it to me	2024-04-30T19:09:38.674000+00:00
web3cm	Did you share your address with us via DM?	2024-04-30T19:09:18.556000+00:00
web3cm	Did you share your address with us via DM?	2024-04-30T19:08:28.969000+00:00
_smeee	I bet it is just for show. They already have all the addresses of goerli operators who contributed. They just don't care. What I don't understand is why display points on the testnet in the first place? It just created a mad dash to buy geth.	2024-04-30T18:57:46.710000+00:00
vikanren	Could you accept my dm request please?	2024-04-30T18:36:59.923000+00:00
mancer1539	acc the fr <@466815633347313664>	2024-04-30T18:02:56.985000+00:00
.xkamx	I've also sent you a fr <@466815633347313664>	2024-04-30T17:43:46.371000+00:00
keivan8845	Accept my fr request	2024-04-30T17:20:55.957000+00:00
.xkamx	I'm trying to catch up on what's going on here...what's being handled in DMs? What addresses are you all providing to Fluidr? Operator or Delegator?	2024-04-30T17:03:28.177000+00:00
jack7jay	Pls accept my FR request	2024-04-30T16:59:52.404000+00:00
romank6511	good question. One scammer already was trying to "HELP" me )	2024-04-30T15:23:25.736000+00:00
dopaminechaos	Be alert for scammers	2024-04-30T14:55:02.098000+00:00
dopaminechaos	Why are we using risky friend requests and dm’s and not discord tickets	2024-04-30T14:54:43.534000+00:00
avgust_by	I sent request	2024-04-30T14:36:53.170000+00:00
john_orionit	sent FR	2024-04-30T14:29:41.029000+00:00
kmi99	Could you please ask the admins for invite link?	2024-04-30T12:56:47.414000+00:00
keivan8845	Hello, which admin should I send the wallet address to?	2024-04-30T12:25:20.100000+00:00
romank6511	Hello, did moderator give an answer for someone? My friend request still not accepted. And noone provided the clear explanation. It something strange they asking to write DMs instead of just create a form and collect all needed information.	2024-04-30T12:20:44.029000+00:00
pavlo5565	friend request	2024-04-30T12:16:18.289000+00:00
pavlo5565	added	2024-04-30T12:16:01.686000+00:00
alphast0rm	hi can I please DM my addresses as well	2024-04-30T12:03:26.397000+00:00
farhad1972	And also i participated in the testnet and delegated about 500 gETH to my own node	2024-04-30T11:58:27.456000+00:00
farhad1972	I ran a node in goerli but i wasnt in AVS section, do i need to DM someone here?	2024-04-30T11:56:56.596000+00:00
kmi99	<@466815633347313664>  check your dm	2024-04-30T11:34:32.189000+00:00
sweetsensi	<@875066441714520064> <@466815633347313664> <@270729221637275649> <@768866007821320232>	2024-04-30T11:18:53.757000+00:00
bib362	my mention	2024-04-30T11:09:37.381000+00:00
arting98	PLEASE ACCEPT MY FRIEND REQUEST TOO	2024-04-30T11:04:41.617000+00:00
bib362	please accept friend request	2024-04-30T11:00:50.543000+00:00
keivan8845	Hello, which admin should I send the wallet address to?	2024-04-30T10:43:59.646000+00:00
gus33	Added	2024-04-30T10:30:43.334000+00:00
kopath4	<@466815633347313664> Please accept the application as a friend	2024-04-30T10:12:09.937000+00:00
defi_chopper	sent you a friend request as well	2024-04-30T09:56:49.673000+00:00
hyuk	<@466815633347313664> added you	2024-04-30T09:23:59.822000+00:00
kmi99	Could you please send me an invite link?	2024-04-30T09:23:21.840000+00:00
doodleoo	<@466815633347313664> Hey Luke! Can you accept fr request? I cannot send you a dm	2024-04-30T09:12:21.584000+00:00
sweetsensi	sent you DM 😉	2024-04-30T08:50:59.203000+00:00
sweetsensi	1	2024-04-30T08:46:08.942000+00:00
sweetsensi	$20k spent, 0 $EIGEN alo, top20 avs, on goerli a few months, nice 🤡	2024-04-30T08:45:39.508000+00:00
astro0139	No problem mate, thank you	2024-04-30T08:15:13.723000+00:00
avgust_by	"sorry, cant find a link , I think they made it private
but its official one for sure"	2024-04-30T08:13:59.273000+00:00
shojaie	"<@466815633347313664> please accept my request,
so that I can send the address that I participated in Goerli as an AVS Operator"	2024-04-30T08:12:57.699000+00:00
astro0139	Hey mate can you tell me what is tge address of telegram group or channel?	2024-04-30T08:10:24.681000+00:00
avgust_by	in telegram group "Solo stakers"	2024-04-30T08:04:40.153000+00:00
marchini1717	i sent you friend request , i want to send Operator address , because i was in top 200 goerli	2024-04-30T08:02:51.802000+00:00
mii4_	It’s really true, bro. I feeling just disappointed 😔	2024-04-30T08:02:27.687000+00:00
romank6511	Hi. I send you my operator address and two own delegator addresses I used.  Where should I expect response? Will you notify me in the DM?	2024-04-30T08:01:50.273000+00:00
mostafacivil	<@466815633347313664> please accept my FR request 🙏🏻	2024-04-30T07:59:20.414000+00:00
luke_g3	I asked for delegator address as well fren, we're trying to check as many as we can and assist.	2024-04-30T07:57:13.444000+00:00
themobin	I am just curious how it is possible that team don't have 200 Addy and collecting them manually? <:hmmpepe:999293599650955276>	2024-04-30T07:56:51.189000+00:00
romank6511	where did Briana say this?	2024-04-30T07:56:17.673000+00:00
sebastian_pereira7623	it's not Goerly specified	2024-04-30T07:56:05.389000+00:00
sebastian_pereira7623	as you may have noticed the title of this thread: "EIGEN TOKEN FOR TESTNET PARTICIPANTS"	2024-04-30T07:55:49.896000+00:00
sebastian_pereira7623	there's a separate thread for operators rewards in Goerly testnet. Please go there and don't disrupt  with asking questions to the team for those who participated in other phases.	2024-04-30T07:54:48.275000+00:00
.mormoon	"Allow me to clarify: Node operators and Holesky operators aren't part of this discussion as there are no incentives for them, as stated by the Team. 

However, incentives were mentioned for " AVS Operators on Goerli " in announcements and the whitepaper. Yet, many TOP200 users (as of the Goerli shutdown) reported receiving zero incentives, which is the main concern here. 

Fortunately, the Mod has started collecting valid addresses. 

If you're not one of the Top 200 AVS Operators on Goerli, please don't disrupt here. Thank you!"	2024-04-30T07:47:14.970000+00:00
avgust_by	"Brianna says delegator address , you ask for operator....
What's going on here, you cant sit and discuss how you'll check which operator is eligible... 

this's just hilarious that we should send requests in Discord in order to DM moderators.... in order to check adresses."	2024-04-30T07:39:37.739000+00:00
mii4_	"What kind of decentralization is EigenLayer talking about if only large companies with 96 ETH can participate in mainnet. You don't even give the opportunity to those who have participated and supported you since the beginning of testnet.

This all looks very weird, I would like to hear an explanation from the team"	2024-04-30T07:36:42.589000+00:00
moshiri	<@466815633347313664> sent a friend request, Operator in the active set, both testnets.	2024-04-30T07:28:54.638000+00:00
silent666	pls accept my friend request	2024-04-30T07:28:50.955000+00:00
reza_ab90	"If there wasn't any incentive for node operators so why there was a competition-like to be in 200!!!
We could ran a node just other users! But we put way more eth!"	2024-04-30T07:22:00.144000+00:00
reza_ab90	"Hi everyone, any news about avs node operators?! 
We spent money time energy we deserve better than this please don't do this to community.
I'm really disappointed."	2024-04-30T07:19:58.966000+00:00
rezarwz	<@466815633347313664> Please accept my request	2024-04-30T07:13:54.457000+00:00
marchini1717	Even at that moment when the goerli network was laid down, it seemed to me that this was a strange testnet, and a very strange reaction from the team, they were silent until the fad was full, and after that you decided to give out some holesky. Now the situation resembles the same thing, only with real money. “we don’t know anything, figure it out for yourself, you are no longer such an important part of the community and decentralization”	2024-04-30T07:13:12.603000+00:00
marchini1717	we lost money, time and effort to get into the top 200 Goerly from November 23. as a result, you threw us a holesky - rejoice (but be sure to return it), and we will drop you a lot of coins that did not even cover your costs to be in the top 200. But when the goerli network fell and the team was obviously not ready for this, you wrote that you operators are the most important part of our ecosystem and without you there would be no decentralization. but in fact we have what we have. you didn't even cover the expenses, this is ridiculous	2024-04-30T07:06:55.450000+00:00
frog.eth	whatev hopefully they fix	2024-04-30T07:04:25.556000+00:00
frog.eth	spent so much time watching the floor buying and staking, and updating the validator. Finding bugs and all that for nothin	2024-04-30T07:04:11.569000+00:00
frog.eth	i dont want to profit. i want my money back in tokens. nothing more,	2024-04-30T07:03:23.785000+00:00
frog.eth	my mainnet validator got 0	2024-04-30T07:03:00.434000+00:00
frog.eth	ya TIA gave 6 figs to testnet validators	2024-04-30T07:02:53.308000+00:00
sebastian_pereira7623	and from what I hear many crypto projects reward even such efforts otherwise why run testnets?	2024-04-30T07:02:38.774000+00:00
frog.eth	sorry for goin off im pissed lol	2024-04-30T07:02:28.889000+00:00
frog.eth	what a joke	2024-04-30T07:02:22.526000+00:00
frog.eth	imagine regretting helping to promote the future of ethereum and trying to decentralize a protocol properly	2024-04-30T07:02:11.803000+00:00
frog.eth	consider ur self lucky lol. Was a blessing in discguise. seriously regret doing it.	2024-04-30T07:01:42.613000+00:00
sebastian_pereira7623	true, couldn't afford myself spend 3 ETH on goerlyETH stake so decided to wait for Holesky testnet	2024-04-30T07:00:33.944000+00:00
sebastian_pereira7623	congratulations	2024-04-30T06:59:01.230000+00:00
frog.eth	active mainnet validator thats been here since 30 slots on goerli 😂 that got 60k goerli eth locked in a deprecated chain due to negligence of the eigenlayer team. were not concerned about someone who lost 5k holesky eth and joined the party 2 weeks ago we already stated all the concerns above	2024-04-30T06:57:06.407000+00:00
sebastian_pereira7623	lil airdrop hunter	2024-04-30T06:55:50.324000+00:00
sebastian_pereira7623	and why do you care?	2024-04-30T06:55:20.533000+00:00
sebastian_pereira7623	who are you to speak for everyone?	2024-04-30T06:55:08.779000+00:00
frog.eth	no one has sympathy for ur 2 weeks of validating and 100 dollars lil bro	2024-04-30T06:54:01.912000+00:00
sebastian_pereira7623	1,5 month ago to be precicely and my question has nothing to do with your concern and is not addressed to you lil bro	2024-04-30T06:53:30.987000+00:00
frog.eth	holesky came out 2 weeks ago lil bro, goerli active validators got their money locked in a deprecated network with 6 months time worth of validating	2024-04-30T06:51:27.940000+00:00
mostafacivil	Pls accept my FR request	2024-04-30T06:47:59.609000+00:00
romank6511	Accept my request too, please!	2024-04-30T06:40:13.732000+00:00
edwardjownson	accept my request please	2024-04-30T06:32:25.264000+00:00
tohid	Can't send you DM sir, can you accept my friend request	2024-04-30T06:16:16.457000+00:00
cgarlie5298	sir just send address?	2024-04-30T06:12:20.830000+00:00
frog.eth	"<@466815633347313664> thanks for the response sir, we appreciate you showing some effort. But with all due respect, we shouldn't need to give addresses. They could just check the blockchain. Or go check the validation records.

Not trying to discredit or offend you. Thank you for showing some sort of response or feedback. Seriously means a lot. And i know it's not ur fault ur just a cm."	2024-04-30T06:12:15.796000+00:00
luke_g3	Added everyone back.	2024-04-30T06:07:31.273000+00:00
moeenxyz	<@466815633347313664> sent a friend request	2024-04-30T06:04:58.006000+00:00
anotyagi	<@466815633347313664> please accept my request sir I'm also part of operator and running my operator node a couple of months , please have a look on my address also	2024-04-30T06:04:33.285000+00:00
aro1367	<@466815633347313664>  please accept my fr req	2024-04-30T05:58:26.713000+00:00
amirmomo	Pls accept my rec	2024-04-30T05:54:33.128000+00:00
imfarzad	Accept mr fr please	2024-04-30T05:53:05.341000+00:00
0xmahmood	Pls accept my FR request	2024-04-30T05:51:00.609000+00:00
luke_g3	Added everyone back.	2024-04-30T05:36:30.705000+00:00
se7en.eth	couldnt DM you	2024-04-30T05:26:37.899000+00:00
dubdub7272	<@466815633347313664> hey sir, im in top 200 AVS , how can i give my operator address to you ?	2024-04-30T05:13:14.555000+00:00
cryptoply_2023	I sent you a friend request, please accept it, we must be friend to starting a conversation	2024-04-30T05:09:57.738000+00:00
cgarlie5298	please accpet my  request sir	2024-04-30T05:07:38.671000+00:00
kmi99	Ser why there is no clear annon?	2024-04-30T05:05:54.137000+00:00
luke_g3	And the batch there meant the batch of hETH during distributions.	2024-04-30T05:05:09.894000+00:00
luke_g3	Please don't share any DMs here.	2024-04-30T05:04:52.494000+00:00
0xwaveee	he opt in the next quorum	2024-04-30T05:01:57.143000+00:00
0xwaveee	no thts not what the msg said	2024-04-30T05:01:47.209000+00:00
.nefz	Why not just put in announcement? Why we need to talk via dm?	2024-04-30T05:01:42.931000+00:00
0xwaveee	Not sure what to expect from the team at this point.. Disapointement is an understatement. If anyone from the team happens to read the msg in here, it's not too late to do something, you guys are good devs so you can. easily find out who ran nodes and give some kind of compensation	2024-04-30T05:01:23.685000+00:00
.nefz	So, Top 200 Operator address will get airdrop too but next batch?	2024-04-30T05:00:49.464000+00:00
maciver_	Added, please accept. Cheers.	2024-04-30T04:43:03.045000+00:00
pavlo5565	I participated in staking Goerli stage with lots of gETH, buy my acc claim 0 tokens.	2024-04-30T04:42:31.811000+00:00
luke_g3	Done.	2024-04-30T04:31:17.002000+00:00
4riy4	<@466815633347313664> please accept my fr req. im in top 200	2024-04-30T04:25:53.214000+00:00
busted.	sent fr as well	2024-04-30T04:20:57.679000+00:00
armankmi	**2000 token is just cover our lose. we dont have any reward for 4,5 month?**	2024-04-30T04:19:58.232000+00:00
armankmi	is that cover 14k lose for your testnet?	2024-04-30T04:17:47.555000+00:00
armankmi	how many token we can reach for top 200 avs	2024-04-30T04:17:00.462000+00:00
.wolfkami	I also sent a Fr to you when you have a chance	2024-04-30T04:15:39.380000+00:00
astro0139	Please accept my request Sir 🙏🏻	2024-04-30T04:14:54.780000+00:00
luke_g3	Try now please.	2024-04-30T04:13:22.415000+00:00
armankmi	open your dm	2024-04-30T04:12:36.414000+00:00
batigoal_189	not possible	2024-04-30T04:12:01.863000+00:00
kmi99	We cant send you dm	2024-04-30T04:11:18.219000+00:00
4riy4	what about me	2024-04-30T04:10:21.170000+00:00
luke_g3	Please DM me your delegator address.	2024-04-30T04:09:37.909000+00:00
armankmi	never seen any thing like this	2024-04-30T04:07:55.644000+00:00
bkz	<@466815633347313664> I sent you a friend request	2024-04-30T04:07:36.889000+00:00
armankmi	no support no reward no any explain	2024-04-30T04:06:28.839000+00:00
_cyberhorse	Another Goerli test participant here. Which mod do I talk to?	2024-04-30T04:06:19.008000+00:00
bkz	I think it would be easier and fairer to check everyone who received the holesky Eth	2024-04-30T04:03:12.189000+00:00
pavlo5565	Participated from the beginning in Goerli testing, have a lot of points. You said that we will not forget testers, but 0 EIGEN claimable. Thanks	2024-04-30T04:02:48.204000+00:00
armankmi	where is our reward	2024-04-30T04:02:46.589000+00:00
armankmi	<@768866007821320232> why u dont say any thing? send us a clear announcement	2024-04-30T04:02:34.775000+00:00
_smeee	This is a really messed up thing to do to early supporters of a project. Makes me very sad to see this.	2024-04-30T04:00:43.138000+00:00
armankmi	<@466815633347313664> open your dm im in top 200 on goerli	2024-04-30T04:00:21.599000+00:00
bkz	<@127915375248670720> too	2024-04-30T03:58:57.308000+00:00
4riy4	<@466815633347313664> you say we can send u dm. but your dm is close<:pepesurprised:1097817350780227654> . this nightmares never end. im in top 200 avs on goerli too	2024-04-30T03:57:08.497000+00:00
bkz	I also participated in goerli as an operator and was top 200 for a long time	2024-04-30T03:53:25.284000+00:00
ying.zai	Even people testing on holesky should get a bit tokens?	2024-04-30T03:52:52.211000+00:00
batigoal_189	<@466815633347313664> would you accept friend request please	2024-04-30T03:52:48.347000+00:00
bholu.eth	Ofc	2024-04-30T03:51:31.480000+00:00
frog.eth	i know man. But theyre not gonna give us straight up eth. The only way they can compensate is with tokens.	2024-04-30T03:50:44.666000+00:00
d3genm0nk	I 100% agree. I really hope they rethink the amount and make us whole. With all of the funding they received it really is such a small %	2024-04-30T03:50:13.519000+00:00
kmi99	<@466815633347313664> your dm is close	2024-04-30T03:50:11.952000+00:00
bholu.eth	I don't even care about the token anymore, honestly just need to be compensated for the eth lost at this point	2024-04-30T03:50:10.278000+00:00
_smeee	Can I dm as well?	2024-04-30T03:49:47.524000+00:00
frog.eth	You think sreeram would notice if less than 0.025% of his tokens are missing?	2024-04-30T03:49:40.510000+00:00
frog.eth	They could have migrated earlier, and we could have market dumped our geth for some money back. It's not right that we had to sacrifice our money with no compensation.	2024-04-30T03:49:03.598000+00:00
frog.eth	we shouldnt have to settle for that bro. We shouldnt have to keep expectations low 190 is a joke. They burned our money due to negligence.	2024-04-30T03:48:18.167000+00:00
kmi99	Im in top 200 avs and dont recieve token	2024-04-30T03:48:09.323000+00:00
d3genm0nk	I was one of the top 200 node operators that actually received an allocation. I would keep expectations low as I received only 190 tokens. I’m not sure if that’ll cover the 3 ETH that I put out for Goerli, but just wanted to give my fellow node operators a heads up on what to expect	2024-04-30T03:47:08.708000+00:00
bholu.eth	This.	2024-04-30T03:44:57.455000+00:00
luke_g3	Yes	2024-04-30T03:42:10.963000+00:00
frog.eth	i want to make it clear registering an operator isnt what were fighting about. NO ONE CARES IF U RAN A FEW COMMANDS. WE ARE MAD ABOUT THE TOP 200 VALIDATORS WHO PUT UP 10-25 THOUSAND DOLLARS. 2000 EIGEN TO EACH OPERATOR IS 0.025% of the supply its a ROUNDING ERROR.	2024-04-30T03:42:09.075000+00:00
mojtaba93	please accept my friend request to send you my operator address	2024-04-30T03:37:45.197000+00:00
kafka4338	<@466815633347313664> can I dm you also my operator address? Thanks!	2024-04-30T03:37:23.482000+00:00
.nefz	I running Operator too	2024-04-30T03:37:14.194000+00:00
bitski.eth	added you as well	2024-04-30T03:34:06.789000+00:00
frog.eth	accept me pls	2024-04-30T03:33:22.125000+00:00
luke_g3	Please DM me the address.	2024-04-30T03:32:31.910000+00:00
luke_g3	Delegator.	2024-04-30T03:32:17.213000+00:00
frog.eth	the operator? or the delegator?	2024-04-30T03:31:17.698000+00:00
weeb	DM'ing my operator address as well. Thanks for listening	2024-04-30T03:30:52.975000+00:00
luke_g3	Please DM me the address you were an operator on Goerli from	2024-04-30T03:30:48.934000+00:00
luke_g3	Added everyone back frens.	2024-04-30T03:30:18.901000+00:00
fuzzyman410	need you to accept friend request brother	2024-04-30T03:27:12.017000+00:00
.mormoon	Ok thx 👍 plz allow for DM	2024-04-30T03:26:20.108000+00:00
luke_g3	Please DM me the wallet address from which you were an operator on the Goerli testnet.	2024-04-30T03:25:06.007000+00:00
luke_g3	Hi <@814701532318269482> <@898614226111836200> <@881329153083863050> please DM me the address you used to participate in Goerli as a delegator.	2024-04-30T03:24:06.752000+00:00
